Tweets,AMG team Labeling ,Label,kkkkk,Dep_num,Non_num,0
الحمدالله يوني ما ورنا صلعته والا كان صدق دخلت حاله اكتئاب,2,2,,,,
مشاهد شراء العبيد حاجه كذا تجيب اكتئاب حاد وتقتل القلب الفرحان وتعطيك نظره مستقبليه قاتمه للقادم,2,2,,,,
كنت يوم البث اضحك وانط وكلي حماس بعدين جاني اكتئاب شهر,1,1,,,,
بكاء دسبريشن اكتئاب  كل مواد الي اختبرت فيها نقاطي فيها 14.5 14.5 عدا الفرنسية 12.5 راضية فيها رغم انه اغلب الي راح لي منها كانت وضعية نقدية,2,2,,,,
بقضي احلى اكتئاب,1,2,2,,,
تحسست بسبب الهمجي ذاك قال لنا برميل ومدري من يقصد انا ولا رغد المهم جاني اكتئاب هالحين هههههه,2,2,,,,
ياجماعة هو حنا مولودين عندنا اكتئاب!,1,2,2,,,
انا بتجيني حالة اكتئاب من وزني! انام واصحى اللاقيني زايده!!! تخيلوا اكلي نظيييف لدرجة خيالييييه سعراتي ماتتعدا الاحتياج وتقطعت من التمارين 🫠😭 اليوم الصباح بكيت من الكيلو الزايد 😔,1,2,2,,,
جاني اكتئاب اليوم من الاغاني,2,2,,,,
أنا مب عارفه هذا اكتئاب ولا كسل 🤷‍♀️,1,2,2,,,
الجيل الحالي حساس لو يسمعون ابوخالد وهو يعلمني ان جلستي معه للقهوه انتهت واسلوبه جاهم اكتئاب في الكينونه .  الطف مره لمح لي فيها اني اروح قال ماودك تروح مكتبك وتخلص شغلك؟ الاسوا صعب انشره,2,2,,,,
 يجيني اكتئاب من اشوف سفرات المدارس ماعرف ليش,2,2,,,,
 جاني اكتئاب بالمدرسه ذي,1,2,2,,,
كان بيجيني اكتئاب بس وجود تايهيونق وتحديثاته وكيف متحمس للتجنيد ابدا مايسمح لي افكر ازعل حتى🥹,1,2,2,,,
اف يعني خلاص؟ تيهيونق حيروح بكره؟ اف اكتئاب اقسم بالله,2,2,,,,
"روحي تألف الحزن بشكل غريب، ألمي يلتهمني كل حين، أشعر بالوحدة أينما ذهبت، أبحث عن قطرة أمل تسعفني في بحر الألم الذي لا نهاية له.  __________________________ #وحدة #اكتئاب #حزن #ألم",1,1,,,,
ياربيي ماتحملللل اكتئاب ياكلني,1,1,,,,
"( القلق ، الوساوس ، الشك ، اكتئاب .....الخ)  لاتأتي من المشكلة التي وقع فيها الشخص بل تأتي عن طريقة التفكير المبالغ فيها ..  #مساء_الخير",2,2,,,,
فوق التعب جاني اكتئاب كيف بقدر بدون تاي,1,2,2,,,
ياسعود وش الحل مع اكتئاب الظهر ياسعود,2,2,,,,
"Forever grateful for Pinky for improving my morning routine الحين بصحى احطله اكل، اهرشله، انضفله الليتر،  اناظره هو بيعمل پيپي، انظف ايديه و رجليه و بعدين ابدأ اكتئاب و رغبة في الانت٧ار",1,1,,,,
احس فيني اكتئاب صدق ما استهبل,1,1,,,,
كيف نخرج من اكتئاب الضغط؟ ذاك الاكتئاب اللي يخليك تتأمل السقف كم ساعة وانت عندك مليون مشروع لازم يتسلم,1,2,2,,,
منظر الشارع ويفط الانتخابات واللجان وكل حاجة تجيب اكتئاب,1,2,2,,,
بصارحكم اكره القرية بالظهر اكتئاب,1,2,2,,,
قعده البيت بتجيب اكتئاب التواجد هنا بيجيب اكتئاب وللاسف بحاول اتخلص من الاتنين,1,2,2,,,
خلصت هجوم العمالقه واحس اني باقي في اكتئاب من الاحداث لي يومين تتوقعون متى بينهتي واتخطى,2,2,,,,
قاعده اموت اكتئاب من الرياضيات,1,2,2,,,
"الفيديوهات بتاعت الانتخابات و الرقص قدام اللجان عمرها ما فشلت انها تجبلي اكتئاب علي الوضع الي احنا فيه ،، لنا الله",2,2,,,,
تأكدت اني دخلت اكتئاب حاد لما حلقت شعري الي اقدسه,1,2,2,,,
تحتاجون مليون سنة ضوئية عشان تخرجون من عباءة ادلجتنا وانتقادنا ومحاضراتكم  وانتقاد العادات والدين وتوجيهنا   وامتاعنا بفن حقيقي    اكتئاب تحس المخرج مطلع واقعنا  جهنم واننا بشر مرضى  معقول مافيه سعادة وبشر طبيعية  بواقعنا!! حاول مرة اخرى فاشل النص وقفلته   #فيلم_ناقه,2,2,,,,
اخر ابديت لي ولوزني لازلت 48.8kg وكويس ما سمنت لان انا بداخل فتره اكتئاب واهملت الرياضه وغذائي كله من برا او ما اكل شي ونوم 12 ساعه الشيء الوحيد الي لسا ما اثر فيه اكتئابي مذاكرتي لاخر اختبارين لي بالجامعه اتمنى بكل ما عندي اني اخذ فل مارك كوداع للمذاكره وللدراسة,1,1,,,,
"في أول مرة ذهبتُ إلى طبيبٍ نفسي تمنيتُ أن أكون متوهّمة، وأن الذي يسكنني حزنٌ عارض..وليس ذلك الثقب الأسود الذي يُسمى اكتئاب! والآن، بعد خمسة أعوام من التنقل بين الأطباء والأدوية أرجو أن يكون اكتئاباً.. شيئاً يمكن معرفته وعلاجه على الأقل.",1,1,,,,
اكتئاب اكتئاب مش عارفه سببه ايه ساعدوني.,1,1,,,,
ابي اموت وبعدها م تفرق جهنم او الجنه,1,1,,,,
يوم ميلادي السبت الجاي ابي اموت,1,2,2,,,
ابي اموت الان حرفيا هاللحظه لان اللي قاعد يصير مو طبيعي,1,1,,,,
ابي اموت,1,1,,,,
طيب ابي طريقه مضمونه تخليني اموت تعبت,1,1,,,,
"أَنَا يُوسُفٌ يَا أَبِي. يَا أَبِي، إِخْوَتِي لَا يُحِبُّونَنِي، لاَ يُريدُونَنِي بَيْنَهُم يَا أَبِي. يَعتدُونَ عَلَيَّ وَيرْمُونَنِي بِالحَصَى وَالكَلَامِ يُرِيدُونَنِي أَنْ أَمُوتَ لِكَيْ يَمْدَحُونِي. وَهُمْ أَوْصَدُوا بَابَ بَيْتِك دُونِي.  #غزة_تُباد",1,2,2,,,
ابي اموت الآن,1,1,,,,
لقيت ورقه كاتبه فيها اشياء لازم اسويها قبل اموت الحين مابي اسويها ابي اموت,1,1,,,,
"مدونة مانو الهندية وضعت نص على التفرقة الطبقية ومن ضمنهم طبقة المنبوذين لم يكن لهم حقوق حتى في الزواج غير قادر على الزواج لإنه شخص من طبقة المنبوذين ، وهي طبقة أقل من الحيوانات وحرمت المدونة الاقتراب منهم أو ملامستهم  ياليت موجوده لان اشغلونا بتويتر يكتب منبوذ ابي اموت",2,2,,,,
اموت على اطفال التوحد احبهم بشكل مو عادي احس ابي اخبيهم من العالم,2,2,,,,
ابي اموت ماعندي شيء اخسره وحياتهم بتكون افضل,1,1,,,,
"عن أبي هريرة رضي الله عنه قال :   أوصاني خليلي بثلاث لا أدعهن حتى أموت : "" صوم ثلاثة أيام من كل شهر، وصلاة الضحى، ونوم على وتر "".   رواه البخاري أنَّ مَن خاف فَواتَ الوِترِ، فالأفضلُ له أنْ يُصَلِّيَه قبْلَ أنْ يَنامَ. #ماذا_تقول_لمن_تحب #اريج_الودعاني #عبدالعزيز_بغلف",2,2,,,,
يلا بيناير ابي مجلة لهم الاثنين بعد  بعدين اموت بسلام,1,2,2,,,
بكره علي اختبار احس ابي اموت,1,2,2,,,
ابي اموت بس حرام شفاتي حلوه .,1,2,2,,,
ياخي ابي اموت,1,1,,,,
انا احس بالوحدة لو أموت افضل وامي تكرهني مهما حاولت اني احسن علاقتنا مافي اي امل ابي اذوق حنانها لو مرة,1,1,,,,
ابي اموت نسيت احط خواتمي,1,2,2,,,
نسيت ساعتي ابي اموت,1,2,2,,,
كل ما أتذكر أنه كل يوم بيكون هذا حالي أحس أبي أموت,1,1,,,,
صباح الزفت ابي اموت,1,1,,,,
ابي اموت تعبت,1,1,,,,
صحيت راسي بينفجر وعندي اختبارين أبي أموت,2,2,,,,
ابي اموّت هذا التوتر  أحتاج everything will be ok  أحتاج هدوء أحتاج أنام بس لا أستطيع  يارب وفقني ويسر لي,1,1,,,,
ابي اموت بيوم ممطر,1,2,2,,,
عزّتي غاليه والناس سوّامه حلفت ما أخضع لو تنقطع انفاسي ينجرح قلب لكن ترتفع هامه والله اني أموت ولا أنحنى راسي أنقل الحزن وأمشي منتصب قامه قاسي الوقت لكني بعد قاسي يوم صارت مابين القلب والهامه وش ابي بالحياة لا انحنى راسي,2,2,,,,
أنخنقت أبي أموت,1,2,2,,,
"لم ينتصر المرض على ابي ، بل هو انتصر لدرجه اعجبه صبره وقوته واخذه اليه ، فقد رحل من الدنيا لأن الجنه تشبه طهر قلبه ، يالله اني أموت من فرط الحنين وليس لي سبيلًا للقائه سِوى الجنة ، جعلته في ودائعك ورحمتك حتى القاه ، اللهم ارحم ابي واجمعني به في جنتك .",2,2,,,,
مقدر اكمل دقيقه وحده قسم بالله ابي اموت الحين,1,2,2,,,
دمرت علاقتي مع الطف انسانه  ابي اموت,1,2,2,,,
ابي اموت تعب,1,1,,,,
ابي #اموت,1,1,,,,
ميته جوع بس مابي اكل ولا ابي اموت بعد😇,1,2,2,,,
ليت تمني الموت مب حرام ابي نعيم الجنه لكن ما استاهله الله يعفو عننا ويدخلني الجنة يارب اموت مع المغفرة,2,2,,,,
الحين ما في مرة جاكم شعور  أن أخاف في صلاة ما أنقبلت لي ؟  أخاف مرة أخطأت في الوضوء ؟  أخاف أتحاسب على هذه التفاصيل إلي ممكن   نسيتها ولا حسبت حسابها لكنها مسجّلة في كتابي وبتعاقب عليها.. يا رب ما أبي أموت  إلا وأنت راضٍ عني تمام الرضا  وذنوبي مغفورة.. وخاتمتي حسنة,2,2,,,,
"عاد تدرون ان هاجسي بهذي الحياة اني اموت بس مايموت ذكري ، ابي أخلّف شي يذكروني الناس فيه  وهذا اللي قاض مضجعي واللي للحين مالقيته 💔",1,2,2,,,
ابي اختفي. انتهي. اموت. أعدم.,1,1,,,,
ابي اموت ولا اشوفها بكرا بمدرسه,1,2,2,,,
تحس استنزفت كل شي فيك ابي اموت لانه يهد الحيل بس,1,1,,,,
ايه ابي اموت بس مو من الخفقان؟؟؟,1,2,2,,,
من عصر وانا أراكض شنو فيه يمين ابي آموت هالهيك عيشه,1,2,2,,,
شبييب اخوي دراما خذ له اليوم كامل يقول ابي اموت وموتوني عشان ماروح المدرسه😭😭😭😭,1,2,2,,,
ابي احد ينومني ب اموت تعب,1,2,2,,,
صار لي 24 ساعه صاحيه انا مو خايفه لا مررعوبههه  احس مخي يخوني اشوف الكلمه واقراها شيء ثاني الألوان باهتههه وتركيزي صفررر جسمي متجممدد مو برد لا هذي اعراض الماده الزباله الي اخذها  المهم ابي اموت أو اي شيء ثاني غير اني اروح برجليني للجامعه واسلم نفسي لمشنقة هالماده,1,2,2,,,
ابي اموت برد,1,2,2,,,
بختنق مو قادره ابي اموت,1,1,,,,
ابي اشرب قبل اموت,1,2,2,,,
ابي انمي شاعري و قصير يخليني اصيح لاني اموت بالنكد,2,2,,,,
ابي اموت معرف ذي مشاعر الدوره و لا انا دايم كذا,1,1,,,,
كُنت دائمًا أخشى أن أموت أنا أو أحد والديّ في وقت مبكر من الحياة. و لكن في الغالب كُنت خائفه من أن يكون أحد والديّ.  في النهايه أصبح الأمر حقيقة.. اليوم امضى أبي سنتهُ التاسِعة نائم تحت التراب طاب حاله و جعله الله بنعيم حتى يُبعثون .,1,1,,,,
بس ابي ارتاح  ابي اموت يارب ):,1,1,,,,
ليتني اموت وارتاح مو قادره اتحمل الحزن الي بقلبي اشعر بشي يخنق روحي ما ابي شي من الدنيا الي ما ترحم تفرح يوم اخزن سنين جرح عميق بقلبي يارب,1,1,,,,
