Label,Tweets
1,ودي اكسر الابتوب على راسه
1,وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم
1,وربي عاهات مستعصيه
1,وربي كلبتي جات جلست عندي اول ما فتحت هالفيديو ويوم خلص التفت لها الا والاقيها نايمه
1,وزير التعليم العالي: لا زياده للدعم المالي للجامعات خلال السنوات الثلاث المقبله
1,وسبب برفعه ضغطك
1,وسدئيني انكووو كلاب
1,وش التخلف هذا
1,وش جابني هنا ثقيلين دم
1,وش فيك معصب خلاص بعطيك اللايك الي جاني خخخ
1,وش هالتحف والله مساكين ماكلين مقلب بقوه
1,وش يحسون فيه يع
1,وش يحسووون فيه ناس مهبل
2,"وعجلت اليك ربي لترضي : كن كالمطر، اذا اقبل استبشر الناس به واذا حط نفعهم ، واذا رحل ترك اثرا نافعا فيهم واذا غاب اشتاقوا اليه ."
1,وعرض اختي انك لاسع يادمن عساس لو بدها تضرب من هسه خايفه منك
2,وعلي الله قصد السبيل
1,وقّـف قلبو لحسن الشافعي
1,وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه
1,ولا انا صورتي كذا اجي اهبال هوو
1,ولا بقلو بيضه
2,ولا تنسو تبسمك في وجه اخيك صدقه
1,ولا جورج في الزمنات بس حرام يفضحوهم
1,ولا خير في امرٍ كرهت ان يطّلع عليه الناس
1,ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبه اه يا بطني بس
1,ولا مستحيل يطلع واحد يفشل نفسه كذا
1,ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم
1,ولك تفيييه عليك
1,ولك واحد كندره
1,ولكن كيف ان المفاعل النووي غير مضر بالبيئه فهمني ؟؟
1,ولكوم ما نحن ميتين من دون هالوسطه
1,ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالانسان من حياته كلها
2,وماذا عن التفاؤل في يوم ربيعي جميل نحقق به الامال الطوال
2,ومن احسن قولاممن دعالي وعمل صالحاووقال انني من المسلمين 
1,ومن خسئ الشيعه اخوان القرده الخنازير
2,ومن منطلق المسؤوليه التاريخيه للهاشميين تجاه المقدسات ياتي اهتمام الهاشميين بالقدس ومقدساتها
2,ونشوف اغلى الاحبه في الروضه الرحيبه
2,ونعم بالله العلي العظيم ونعم بالله عزوجل
2,ونعم بالله من اختار قرب الله فما خاب ابدا الله على دى راحه وده شعور الحمد لل
1,وهابي تاج راسك يا اللي تاكل من وراك اذا في الوهابيه شئ مخالف لكتاب الله سنه نبيه اذكره لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط انت في هوه الخراب طنت من طنوت سوريا
1,وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير الجنه اللتي ستدخلها انت لا اريد دخولها  جهنم اشرفلي واهون علي من ان اكون مع احد الوهابين المنحطين لواطيي الاطفال
1,وهاد اللي بخبص حكي ملوش معنا ابن مين هاد
1,وهاي المضروبه جايخه على وين
2,وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام
2,وياريت بتظبط الكذب ماوش رجلي
1,ويحطمو رؤوسهم بارجلهم
1,وين القناه التافه الى تعرض هذول المعاتيه صحيح نحن في انحطاط
1,وين الماء كل يوم الميه مقطوعه
1,وين بدهم يروحو يعني خالصه
1,يا اخوان انتبهوا الى انه اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا مله الاسلام وتبعوا الميوع مع الشيطان
1,يا اخوان نحن قرفنا
1,يا اخي اطلع في صورتك بالمرايه وشوف ادائك هوه اداء فني+صوت مناسب قبل لا تفضح حالك في هيك برامج تافهه
1,يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمه بالبلد الباقي كله مكرهه صحيه
2,يا ارحم الراحمين يا الله
2,يا الله ارحم عبدك الفقير المسكين وجميع المسلمين والمسلمات
2,يا الله استجب دعائي يالله مادكيت بابك يوم ورحعتني خاليه الوفاض
2,يا الله عالمواساه يرحم ايام زمان
2,يا الله كلامك بلسم
2,يا الله ما احلاه من خبر والله فرحتوني
1,يا ترى الحكومه بدها تزيد دعم المواطن الي الله يكون في عونه
1,يا حبيبي هاي صار للرجال تنانير؟ تفي هيك رجاله
1,يا خساره عليكو يا شباب المستقبل
2,يا رب اجعلنا من الصالحين
2,يا رب ارزقنا الفرح والسعاده
2,يا رب اريد تجديد ايماني ساعدني
2,يا رب استجب دعائنا وانصر اهلنا في سوريا
2,يا رب اسعد قلبي و قرب لي الخير
2,يا رب اللهم اجعلنى خير مما يظنون اغفر لى ما لا يعلمون
2,"يا رب ان امسيت بحزن فاصبحني بفرح، و ان نمت على ضيق فايقظني على فرج و ان كنت بحاجه فلا تكلني الا لسواك"
2,يا رب بناتنا شبابنا كلهم يستطيعوا العمل بهذه النصيحه يا ريتا كلنا نتذكر اننا كلنا دعاه للاسلام باخلاقيتنا الصفات الحسنه
2,يا رب خد بيدنا يا جبرنا يا جبار السموات والارض
2,يا رب رضينا امنا صدقنا فارضينا برضاك عنا اجبر كسر قلوبنا هون علينا
2,يا رب قويني علي نفسي يا رب تقبل منا الله
2,يا رب نستغفرك ونتوب اليك يا رب ما لنا سواك
2,يا رب يا خير الرازقين ارزق اهل سوريا جميع المسلمين النصر الثبات التقوى
2,يا رب يكرمنا باولادنا انا دائما بشجع ابني ان يكون كالجبل الذي لا تهزه الرياح العاتيه
1,يا ربي شو هالولد الله مجنون مبيستحييش متاكدين انو مغربي
1,يا ربي هذا مستحيل يكون كائن بشري
2,يا ريت لو يعملوا دورات قبل الزواج
1,يا ريتك ما كبرت
2,يا سلام على الوفاء اللي اتفقد في عصرنا ويا حسرتاه على الحب الذي بات مجرد كلمات
2,يا سلام ما احلى ان يواسي المسلم اخاه هذه هي اخلاق الاسلام 
1,يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات
2,يا طيب صباحك كل خيرات
2,يا طيبه الخير جينا يا طيبه بالروح افتدينا
1,يا ظالم الك يومك
2,يا عطاء يامنان يا اكرم الاكرمين
2,يا عني علي ذكرك شكرك حسن عبادتك
1,يا غبي كوادر الاخوان المسلمين في كل بقعه من هالارض
1,يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت
2,يا لطيف الله يلطف فينا يصلحنا ظاهر باطن
2,يا لله ارحم احبتي و شافيهم وعافيهم واعف عنهم
2,يا مصلح القلوب اصلح احوالنا يا مسهـل يا رب
2,يا مقلب القلوب ثبت قلوبنا على الاسلام
2,يا مقلب القلوب والابصار ثبت قلبى على دينك
2,يا من يرزق النعاب في عشّه هيّء لنا مقادير
2,يا هيك الاكل يا بلا لش الحكي
1,ياجماعه يقولون بشار الاسد مات
1,ياخساره العروبه فيك
1,ياخي برنامج سامج ساذج
2,يارب اجعلنى من الصالحين
2,يارب اجمع امتك علي دينك يارب وشت اعداء الدين
2,يارب احمينا من شرور انفسنا وسىئات اعمالنا
2,يارب اخرجنا من ذل المعصيه الي عز الطاعه
2,يارب ارزق العزيمه لاتخاذ القرار ويا رب اخلفنا خيرا منه
2,يارب اعنا علي ترك المعاصي ماحيينا
2,يارب اعيني علي دكرك وشكرك وحسن عبادتك
2,يارب اغفر لي ذنبي وارزقني حبك هو ربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الاستغفار
2,يارب انت المستعان فاعنا واهدنا يارب الكون اجمع استجب
2,يارب اهدنا وقوى عزيمتا الى ما تحب وترضى
2,يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره
2,يارب تهدينا الي الصراط المستقيم يارب تقبل منا
2,يارب توب علينا وساعدنا نتوب وبصرنا بعيوبنا لان ساعات كتير بننسه
2,يارب ثبتنا بعد اخذ القرار لان هو ده الاهم الاصعب
2,يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا
2,يارب ساعدني وقويني وساعدني اخد حبيبي
2,يارب طهر قلوبنا يارب اهدينا للصواب
2,يارب عوضنا خير مما اخذ منا
2,يارب قربني اليك واقترب لي اكثر
2,يارب كرهنى وابعدنى فيما يغضبك
2,يارب ناخذ القرار الصح
2,يارب وانت ادعيلي
2,يارب يتقبل منا والله العقل مو فاضي والقلب مكسور
2,يارب يقدرنا على ادخال المياه النظيفه لكل بيت محتاجه المياه
2,يارب يقوينا جميعا على طاعته وحسن عبادته
2,ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب
1,يازم والله ماعندكم غير الكذب ع الناس
1,"يالا من هون كس امك انت و هو، بلاش قرف و وساخه"
2,يالله ما اروع هائولاء الناس
2,ياي ما ازكى هذا الاكل
1,يتسابقون الى جهنم و باس المصير
2,يجب دائما ان نعتني بالورود لكي تكبر
1,يجب على الحكومه العوده بالتوقيت الى الساعه الثالثه
2,يجب على المسلم ان يواسى اخوه فى الاسلام
2,يجب على كل مسلم الاعتزاز بدينه في جميع الامور صغيرها كبيرها
1,يجب وضع كل من تسول له نفسه مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن يسجن شىء مخزي شويه همل زعران يخربوا الجامعات سمعه البلد
1,يجيز ارضاع شرق اسيا كلها لكن قياده المراه للسياره فسق وفجور
1,يخرب الدلع
1,يخرب بيتك ما ازنخك
1,يخسو الشيعه الخنزير
2,يرزق من يشاء بغير حساب
2,يسعد صباحك بذكر الرحمن
1,يشبه رغد مجنونه هيافاء
2,يشم الطيب ويتعطر يا دكتور
1,يضحكون م شاففوا انفسهم لو قلنا غنوا جابوا الععيد فالحين بس في الظرافهه الشيبان
1,يع بتقرف انت وسخ يع شوهاي الوساخه
1,يع حاسه حالي بدي استفرغ
2,يعتبر الترمس من المصادر الطبيعيه لفتح الشهيه وتقويه الاجسام الهزيله؛ لانه غني بالكالسيوم والفوسفور. 
2,يعطيك العافيه
1,يعني الواحد بغلط غلطه بالجامعه بدون ما ياثر عحدا غير حاله بروحوا بمنعوه يدخل كل جامعات الاردن
1,يعني بكل وضوح بدكوا تذلوا الشعب الاردني تخلوه كل شهور يصف طابور عشان يوخدلوا اكمن ليره
1,يعني دوله اللي  من وين جاي كيف وصل عشان تشوفه لجنه التحكيم مبين عليه مجنون مش شايف اشي قدامه
1,"يعني كل جامعات الاردن عندهم نظام، و احنا عنا خرا"
1,يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع
1,يعني ما اختار الا الاغنيــه اللي اغلب احرفها الحرف اللي يقرط فيه
1,يعني هيك برامج بتبين للناس وين صرنا كم صارت نسبه التخلف بين شباب امتنا
1,يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج
1,يلعن ابو التخلف والغباء والبياخه
1,يلعن ابو التفاهه
1,يلعن ابو الي ما بستحي
1,يلعن ابو هل الاشكال بس
1,يلعن اخت المياعه والبياخه
1,يلعن الساعه الي بشرت فيك
1,يلعن ام الازعاج
1,يلعن ام السخافه
1,يلعن شرف خواتك
1,يلعنك نذل وكلب
2,يمتاز الاردن بتنوع السياحه فيه فتنقسم السياحه الى  سياحه علاجيه   سياحه دينيه   سياحه معارض   سياحه اثار
2,ينور عليك ويكثر من امثالك
2,يهدي الله من يشاء
